,Image_path,filename,type,folder,habitat,color_control,tv_loss,layers,sex,fish_n,species,img_width,img_height,image_extension
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,GRAVEL,ON,ON,Layers_3to5,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxSANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDERxSAND,OFF,ON,Layers_3to5,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,SANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,SAND,OFF,ON,Layers_3to5,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDERxSAND,OFF,ON,Layers_3to5,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,PLANTS,OFF,ON,Layers_3to5,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,SAND,OFF,ON,Layers_3to5,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDERxSAND,ON,ON,Layers_3to5,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,PLANTSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,PLANTS,OFF,ON,Layers_3to5,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDERxSAND,OFF,ON,Layers_3to5,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDER,OFF,ON,Layers_3to5,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,GRAVELxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,GRAVEL,OFF,ON,Layers_3to5,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,SAND,ON,ON,Layers_3to5,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDER,OFF,ON,Layers_3to5,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDER,ON,ON,Layers_3to5,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDERxSAND,OFF,ON,Layers_3to5,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDER,OFF,ON,Layers_3to5,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxSANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDERxSAND,OFF,ON,Layers_3to5,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDER,ON,ON,Layers_3to5,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,DETRITUS,OFF,ON,Layers_3to5,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,DETRITUSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,DETRITUS,OFF,ON,Layers_3to5,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,SAND,ON,ON,Layers_3to5,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDER,ON,ON,Layers_3to5,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,SAND,OFF,ON,Layers_3to5,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,PLANTSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,PLANTS,ON,ON,Layers_3to5,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,BOULDER,OFF,ON,Layers_3to5,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,PLANTSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,PLANTS,ON,ON,Layers_3to5,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,GRAVELxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,fish stylized,Layers_3to5,GRAVEL,ON,ON,Layers_3to5,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,ON,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,SAND,OFF,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDER,OFF,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,OFF,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,OFF,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,OFF,ON,All_layers,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,OFF,ON,All_layers,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,PLANTS,OFF,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,ON,ON,All_layers,,10,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,PLANTSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,PLANTS,OFF,ON,All_layers,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,BOULDERxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDER,OFF,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,PLANTSxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,PLANTS,ON,ON,All_layers,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,OFF,ON,All_layers,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,ON,ON,All_layers,,03,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/DETRITUSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,DETRITUSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,DETRITUS,ON,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,SANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,SAND,ON,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,OFF,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,SAND,ON,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/GRAVELxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,GRAVELxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,GRAVEL,ON,ON,All_layers,,01,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,BOULDERxSANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDERxSAND,ON,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDERxSAND,ON,ON,All_layers,,04,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/PLANTSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,PLANTSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,PLANTS,ON,ON,All_layers,,02,,512,170,.png
/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,fish stylized,All_layers,BOULDER,OFF,ON,All_layers,,02,,512,170,.png
